gwl,pH,TDS,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification
7.09,8.27,1066.24,300.0,230,0.47,58.38227273,174.0,231.0,10.0,24.0,68.068,339.8848684,5.447763288,C3S1
15.0,7.72,1331.2,220.0,430,0.38,120.20306,45.0,105.0,6.1,120.0,121.55,799.7944079,1.614255525,C3S1
9.43,9.01,659.2,250.0,130,1.28,11.64827,16.0,104.0,22.0,48.0,48.62,319.9177632,2.528053881,C3S1
2.8,8.08,1736.96,280.0,590,0.73,35.34342,103.0,199.0,1.8,120.0,145.86,899.7532895,2.884453345,C4S1
2.09,7.83,481.92,160.0,100,0.64,76.1788,16.0,42.0,0.73,88.0,19.448,299.9671053,1.054349602,C3S1
3.5,8.0,1149.44,160.0,310,0.29,241.07047,25.0,66.0,1.08,224.0,29.172,679.9506579,1.100467954,C3S1
7.29,8.75,309.76,130.0,50,0.38,5.53625,13.0,46.0,2.03,40.0,14.586,159.9753289,1.581260745,C2S1
2.02,7.83,1024.64,290.0,260,0.29,115.95122,17.0,56.0,5.1,200.0,34.034,639.9424342,0.962475618,C3S1
7.32,7.73,2901.76,550.0,800,0.84,168.21342,176.0,610.0,0.9,144.0,126.412,879.7861842,8.94156278,C4S2
1.29,8.33,1854.72,340.0,490,0.85,85.30254,163.0,395.0,14.4,56.0,97.24,539.8355263,7.391601223,C4S2
3.75,7.97,988.16,480.0,90,4.61,143.0567,31.25,36.0,1.4,24.0,155.584,699.7368421,0.5917078,C3S1
9.74,7.24,893.44,370.0,170,1.75,74.8501,13.5,96.42,3.22,80.0,68.068,479.8848684,1.913686367,C3S1
25.25,7.16,638.08,270.0,90,1.11,79.2791,7.5,57.48,1.69,40.0,63.206,359.8930921,1.31735301,C3S1
1.07,7.45,824.96,200.0,250,0.84,35.8749,30.5,43.2,4.53,120.0,58.344,539.9013158,0.808348651,C3S1
24.12,7.5,800.0,230.0,220,0.85,40.7468,11.0,77.39,3.66,80.0,53.482,419.9095395,1.642022637,C3S1
6.37,7.82,428.16,210.0,60,0.72,30.73726,9.0,16.0,2.36,48.0,43.758,299.9259868,0.401684523,C2S1
7.63,7.64,1001.6,320.0,200,1.43,187.7896,19.75,160.0,2.9,72.0,63.206,439.8930921,3.316794584,C3S1
7.32,7.83,1651.2,480.0,500,1.81,16.3873,51.25,283.0,31.9,40.0,126.412,619.7861842,4.942397303,C4S1
17.5,7.57,406.4,230.0,40,2.03,26.35255,12.5,48.36,2.02,32.0,34.034,219.9424342,1.417763994,C2S1
13.1,7.19,792.96,190.0,240,1.69,53.148,20.0,50.0,3.15,136.0,38.896,499.9342105,0.972267436,C3S1
4.41,6.92,867.84,340.0,120,1.14,159.444,18.0,95.04,3.05,80.0,63.206,459.8930921,1.926859943,C3S1
9.19,7.14,928.0,220.0,280,0.61,94.7806,19.25,57.52,1.86,72.0,102.102,599.8273026,1.02112269,C3S1
5.01,7.51,663.04,230.0,170,0.39,17.14023,16.0,40.2,4.5,80.0,53.482,419.9095395,0.852943662,C3S1
13.61,8.04,608.0,350.0,70,1.48,26.30826,10.0,71.14,2.53,48.0,53.482,339.9095395,1.677661539,C3S1
1.06,7.62,492.8,220.0,80,1.35,10.05383,15.0,62.69,1.32,56.0,24.31,239.9588816,1.759551648,C3S1
2.7,7.24,1587.2,290.0,390,1.53,393.7381,37.5,29.37,5.4,128.0,213.928,1199.638158,0.368681185,C4S1
3.8,7.15,454.4,340.0,20,1.25,0.93009,8.0,47.84,1.45,64.0,29.172,279.9506579,1.243147293,C2S1
4.65,7.18,270.72,120.0,50,0.64,8.32652,5.0,32.19,1.6,40.0,9.724,139.9835526,1.182917986,C2S1
2.35,7.43,418.56,220.0,40,1.65,32.7746,6.0,27.81,2.19,80.0,14.586,259.9753289,0.749906442,C2S1
1.09,6.83,890.88,260.0,230,0.32,103.1957,21.75,40.0,0.64,104.0,87.516,619.8519737,0.698534984,C3S1
6.85,7.54,307.2,130.0,30,0.29,22.145,57.0,48.0,5.0,32.0,14.586,139.9753289,1.763955614,C2S1
11.49,7.68,602.24,250.0,120,1.13,23.75554545,69.0,95.0,6.0,48.0,43.758,299.9259868,2.385001854,C3S1
0.36,7.77,454.4,160.0,100,1.03,41.87418182,47.0,71.0,10.0,48.0,24.31,219.9588816,2.081420182,C2S1
4.05,8.54,823.04,210.0,150,1.6,81.73518182,136.0,152.0,11.0,72.0,38.896,339.9342105,3.58441524,C3S1
1.6,7.68,481.28,190.0,70,0.86,21.54104545,85.0,88.0,5.0,40.0,24.31,199.9588816,2.705730185,C3S1
0.9,7.42,1465.6,450.0,320,0.67,227.2077,59.0,147.0,5.6,200.0,87.516,859.8519737,2.179604282,C4S1
3.55,7.43,904.96,430.0,160,0.98,73.0785,26.0,96.0,1.76,112.0,63.206,539.8930921,1.796344016,C3S1
2.8,7.78,1497.6,580.0,280,0.71,211.2633,33.0,231.0,5.5,152.0,72.93,679.8766447,3.851847484,C4S1
3.5,7.82,1548.8,460.0,280,0.99,366.7212,53.0,173.0,8.5,176.0,97.24,839.8355263,2.595500675,C4S1
0.4,7.3,493.44,270.0,60,1.27,26.75116,14.0,75.0,3.8,64.0,19.448,239.9671053,2.105026517,C3S1
0.95,7.28,528.64,290.0,70,1.25,31.4459,17.0,81.0,3.9,64.0,24.31,259.9588816,2.184262617,C3S1
1.35,7.77,790.4,360.0,140,0.87,68.6495,21.0,70.5,0.4,96.0,68.068,519.8848684,1.344335578,C3S1
6.25,7.35,224.0,110.0,40,0.27,4.16326,10.0,29.0,2.6,32.0,9.724,119.9835526,1.151090059,C2S1
0.3,7.38,720.64,360.0,130,0.5,26.574,19.0,55.0,11.8,96.0,53.482,459.9095395,1.115061047,C3S1
38.85,7.13,390.4,180.0,70,0.53,25.82107,19.0,29.16,1.3,64.0,24.31,259.9588816,0.786334542,C2S1
2.13,7.93,716.8,360.0,120,0.62,13.41987,29.0,118.5,1.4,64.0,38.896,319.9342105,2.880448889,C3S1
2.4,7.77,615.68,390.0,60,1.0,1.55015,20.0,75.0,6.63,88.0,29.172,339.9506579,1.768583156,C3S1
1.65,7.55,1996.8,420.0,500,1.52,420.755,34.0,212.0,7.5,192.0,150.722,1099.745066,2.779470147,C4S1
1.65,7.35,937.6,350.0,180,0.73,91.2374,25.0,87.2,0.6,136.0,43.758,519.9259868,1.662715275,C3S1
9.85,7.76,835.2,390.0,50,1.04,240.9376,25.0,41.3,0.6,80.0,97.24,599.8355263,0.733172427,C3S1
17.77,7.85,593.92,440.0,20,1.75,2.617136364,92.0,135.0,5.0,48.0,38.896,279.9342105,3.508148302,C3S1
2.66,7.61,523.52,280.0,40,0.84,43.48472727,73.0,55.0,3.0,128.0,9.724,359.9835526,1.260356844,C3S1
9.25,7.23,561.92,340.0,40,0.27,45.09527273,41.0,40.0,3.0,80.0,43.758,379.9259868,0.892241985,C3S1
3.42,7.3,292.48,200.0,20,0.29,25.36609091,37.0,27.0,3.0,40.0,34.034,239.9424342,0.757848504,C2S1
5.75,7.24,401.28,270.0,40,0.78,21.94368182,40.0,68.0,2.0,72.0,19.448,259.9671053,1.833672946,C2S1
8.9,7.18,508.8,380.0,50,0.69,15.90413636,36.0,74.0,49.0,80.0,19.448,279.9671053,1.922872021,C3S1
1.39,8.29,570.24,190.0,130,0.63,45.09527273,85.0,98.0,6.0,48.0,38.896,279.9342105,2.546655804,C3S1
4.72,8.59,566.4,270.0,70,3.27,22.34631818,54.0,92.0,2.0,56.0,38.896,299.9342105,2.309654342,C3S1
2.4,8.31,988.8,290.0,180,0.64,141.728,137.0,164.0,6.0,72.0,68.068,459.8848684,3.324998486,C3S1
2.41,8.3,405.76,180.0,60,2.78,4.630318182,56.0,70.0,2.0,32.0,29.172,199.9506579,2.152329634,C2S1
2.39,8.33,582.4,200.0,80,3.16,44.08868182,109.0,104.0,4.0,48.0,38.896,279.9342105,2.702573507,C3S1
5.55,8.31,811.52,270.0,150,1.93,43.68604545,137.0,136.0,8.0,64.0,53.482,379.9095395,3.033688414,C3S1
4.65,8.3,522.88,200.0,70,2.09,67.44159091,78.0,90.0,4.0,48.0,34.034,259.9424342,2.427035242,C3S1
3.01,8.21,216.32,120.0,20,0.14,4.026363636,40.0,42.0,2.0,16.0,14.586,99.97532895,1.826312256,C2S1
10.05,8.56,391.04,210.0,40,1.07,9.65522,12.0,58.16,1.46,56.0,14.586,199.9753289,1.788168137,C2S1
3.79,8.36,1135.36,470.0,200,1.19,80.6078,27.0,181.5,3.1,80.0,82.654,539.8601974,3.396316373,C3S1
19.73,7.79,811.52,290.0,200,1.76,30.42723,19.25,77.44,20.41,136.0,24.31,439.9588816,1.605208547,C3S1
5.57,8.31,599.68,300.0,50,2.6,3.1003,22.0,146.6,2.8,40.0,14.586,159.9753289,5.039409245,C3S1
10.76,8.05,712.32,460.0,50,2.29,1.63873,14.5,161.1,2.5,16.0,43.758,219.9259868,4.723124893,C3S1
18.58,7.52,1022.08,440.0,200,0.7,40.52535,20.25,91.7,3.22,160.0,43.758,579.9259868,1.655599225,C3S1
16.68,7.43,1369.6,440.0,390,1.51,40.3039,25.75,71.32,2.4,240.0,68.068,879.8848684,1.045371303,C3S1
7.21,8.03,472.32,250.0,50,0.91,30.64868,11.0,70.99,0.43,48.0,24.31,219.9588816,2.081127024,C2S1
7.66,7.95,852.48,400.0,140,1.19,49.1619,15.0,140.4,1.0,80.0,43.758,379.9259868,3.131769366,C3S1
9.4,7.92,2054.4,690.0,500,1.22,234.737,45.0,304.9,1.8,128.0,160.446,979.7286184,4.235226986,C4S1
5.93,7.95,1388.8,350.0,440,2.04,66.435,35.0,183.6,1.0,192.0,48.62,679.9177632,3.061375816,C3S1
13.3,8.3,371.84,130.0,60,0.53,23.95686364,68.0,64.0,6.0,40.0,19.448,179.9671053,2.074223605,C2S1
5.9,8.27,408.32,180.0,60,1.11,6.039545455,53.0,67.0,2.0,40.0,19.448,179.9671053,2.171452837,C2S1
1.57,8.28,1036.8,300.0,200,1.08,8.858,253.0,189.0,5.0,80.0,58.344,439.9013158,3.91792698,C3S1
3.1,8.28,657.28,200.0,100,0.59,10.46854545,170.0,108.0,11.0,56.0,34.034,279.9424342,2.806477419,C3S1
9.08,8.3,402.56,180.0,50,0.62,38.45177273,43.0,66.0,4.0,40.0,24.31,199.9588816,2.029297639,C2S1
0.55,8.27,248.32,130.0,30,0.74,1.207909091,30.0,37.0,5.0,24.0,14.586,119.9753289,1.468682477,C2S1
15.5,7.59,578.56,400.0,30,2.1,29.14282,8.0,96.0,3.02,80.0,19.448,279.9671053,2.494536676,C3S1
5.55,7.57,437.76,270.0,30,1.09,9.96525,11.0,81.0,1.71,56.0,4.862,159.9917763,2.784250798,C2S1
35.0,7.37,675.2,410.0,80,0.57,16.16585,13.0,70.0,2.69,104.0,34.034,399.9424342,1.521848642,C3S1
14.55,6.98,1715.2,510.0,530,0.72,46.0616,31.0,221.0,0.16,256.0,34.034,779.9424342,3.440591902,C4S1
22.38,7.01,1145.6,420.0,270,0.85,77.5075,19.0,89.0,3.01,144.0,87.516,719.8519737,1.442250077,C3S1
21.75,7.34,1664.0,620.0,380,1.14,106.7389,38.0,209.0,5.4,184.0,92.378,839.84375,3.135589509,C4S1
15.3,7.58,794.24,510.0,60,1.0,28.83279,20.0,69.0,1.82,112.0,53.482,499.9095395,1.341762169,C3S1
14.8,7.86,1292.8,480.0,260,0.93,140.8422,35.0,114.0,25.58,184.0,63.206,719.8930921,1.847323743,C3S1
5.01,7.91,674.56,330.0,120,1.5,28.30131,16.0,78.0,0.91,88.0,38.896,379.9342105,1.73985304,C3S1
12.15,7.42,1996.8,510.0,530,0.73,232.5225,51.0,322.0,2.9,224.0,58.344,799.9013158,4.950052785,C4S2
19.75,7.37,1600.0,430.0,490,0.77,83.2652,35.0,109.0,3.83,304.0,38.896,919.9342105,1.562500903,C4S1
21.1,7.78,1312.0,520.0,240,0.83,131.0984,40.0,145.0,6.7,216.0,38.896,699.9342105,2.382931486,C3S1
17.5,8.22,995.84,340.0,250,1.32,74.4072,20.0,190.0,0.7,88.0,43.758,399.9259868,4.130816969,C3S1
28.5,8.08,720.64,460.0,70,0.72,23.73944,13.0,82.0,0.92,72.0,58.344,419.9013158,1.739852368,C3S1
15.6,7.61,416.0,280.0,50,0.62,7.75075,8.0,31.0,0.26,104.0,9.724,299.9835526,0.778189086,C2S1
8.9,7.08,1964.8,380.0,660,0.37,128.8839,43.0,185.0,0.9,360.0,43.758,1079.925987,2.447636362,C4S1
12.65,7.78,554.88,250.0,110,0.84,16.43159,15.0,54.0,0.17,104.0,14.586,319.9753289,1.312525279,C3S1
5.3,7.38,622.72,360.0,70,0.57,31.97738,16.0,43.0,0.2,152.0,4.862,399.9917763,0.934792218,C3S1
5.8,7.77,338.56,230.0,20,0.75,11.20537,9.0,34.0,0.12,64.0,9.724,199.9835526,1.045331268,C2S1
6.32,7.48,748.16,240.0,120,2.99,178.0458,20.0,102.98,2.25,96.0,24.31,339.9588816,2.428353206,C3S1
6.75,8.74,781.44,330.0,150,1.58,14.65999,21.0,210.9,1.8,16.0,24.31,139.9588816,7.750835363,C3S1
3.07,7.45,395.52,190.0,60,0.69,9.03516,11.0,24.11,3.65,80.0,9.724,239.9835526,0.676672669,C2S1
16.15,7.22,914.56,490.0,170,0.66,9.07945,10.0,113.79,3.33,120.0,43.758,479.9259868,2.258338966,C3S1
18.69,7.98,979.2,200.0,230,2.08,169.1878,27.0,96.91,4.59,120.0,43.758,479.9259868,1.923329196,C3S1
1.97,7.53,655.36,360.0,70,1.19,37.77937,17.0,107.8,1.0,72.0,24.31,279.9588816,2.80119795,C3S1
8.59041095890411,7.81,405.76,180.0,80,0.64,19.57618,9.0,40.17,3.27,40.0,29.172,219.9506579,1.177636785,C2S1
11.49,7.42,203.52,150.0,20,0.28,3.221090909,12.0,42.0,2.0,40.0,5.0,100.0,1.826086957,C2S1
11.29,7.28,259.2,170.0,30,0.22,3.623727273,8.0,53.0,7.0,24.0,9.724,99.98355263,2.304537352,C2S1
0.97,7.4,984.32,530.0,230,1.18,3.019772727,80.0,240.0,2.0,72.0,58.344,419.9013158,5.092250833,C3S1
2.9,7.19,1150.72,520.0,210,1.78,87.17077273,216.0,319.0,18.0,64.0,58.344,399.9013158,6.935638209,C3S1
5.1,6.56,774.4,240.0,170,0.25,132.4271,21.0,88.3,26.73,120.0,24.31,399.9588816,1.919663887,C3S1
20.86,7.33,1016.96,440.0,220,1.03,32.73031,16.0,98.73,2.66,192.0,24.31,579.9588816,1.782471929,C3S1
19.96,6.82,1888.0,410.0,470,0.75,407.0251,43.0,115.0,3.77,312.0,82.654,1119.860197,1.494129016,C4S1
15.92,7.39,920.32,350.0,210,2.52,39.99387,21.0,103.0,6.01,112.0,53.482,499.9095395,2.002920338,C3S1
1.06,7.4,1195.52,470.0,240,1.42,147.4857,25.0,104.43,1.72,136.0,102.102,759.8273026,1.647175957,C3S1
1.58,7.7,1702.4,380.0,600,0.88,34.72336,35.0,254.1,2.4,160.0,92.378,779.84375,3.956152562,C4S1
1.55,7.87,1420.8,450.0,360,1.74,103.6386,39.0,239.2,3.0,152.0,48.62,579.9177632,4.31867113,C3S1
20.27,6.98,1568.0,410.0,360,0.9,296.743,39.0,151.6,3.5,280.0,34.034,839.9424342,2.274293992,C4S1
2.08,7.78,2150.4,440.0,610,0.58,335.2753,54.0,396.0,19.6,184.0,77.792,779.8684211,6.165335043,C4S2
10.3,7.89,925.44,410.0,110,0.61,211.7062,17.0,59.0,0.74,160.0,48.62,599.9177632,1.047317391,C3S1
5.95,7.95,1772.8,380.0,580,0.43,168.7449,38.0,90.0,3.35,224.0,155.584,1199.736842,1.129722233,C4S1
30.57,7.77,2092.8,470.0,560,0.76,277.6983,48.0,216.0,6.0,288.0,82.654,1059.860197,2.884706438,C4S1
0.35,7.73,851.2,310.0,200,1.43,24.40379,40.0,111.11,1.09,80.0,58.344,439.9013158,2.303285009,C3S1
7.75,9.1,1497.6,470.0,190,3.4,313.5732,41.25,439.5,4.8,48.0,19.448,199.9671053,13.51299959,C4S1
2.43,8.38,804.48,250.0,160,1.47,143.9425,26.25,155.88,1.4,32.0,58.344,319.9013158,3.789261243,C3S1
5.86,7.68,1408.0,370.0,400,0.51,12.4012,52.5,180.4,1.9,200.0,34.034,639.9424342,3.100546455,C3S1
4.23,8.61,408.96,180.0,60,0.84,4.73903,16.5,71.69,2.3,32.0,19.448,159.9671053,2.46442384,C2S1
9.86,7.6,1020.16,180.0,330,1.79,86.3655,38.75,175.5,0.4,104.0,38.896,419.9342105,3.723562574,C3S1
8.59041095890411,8.43,1120.0,500.0,170,4.1,70.4211,14.5,309.0,2.8,40.0,29.172,219.9506579,9.058744502,C3S1
11.1,8.92,799.36,410.0,80,2.5,33.43895,21.25,251.6,1.5,24.0,19.448,139.9671053,9.246338965,C3S1
16.32,8.07,1267.84,400.0,260,1.68,237.8373,35.0,110.0,2.32,96.0,126.412,759.7861842,1.735078599,C3S1
10.13,8.62,675.2,270.0,110,1.43,19.0447,14.25,119.03,4.62,40.0,43.758,279.9259868,3.093192786,C3S1
13.88,7.06,640.64,270.0,60,1.16,162.5443,10.25,24.81,4.76,136.0,29.172,459.9506579,0.502971418,C3S1
1.09,7.19,1079.04,280.0,340,0.29,6.86495,52.5,81.0,0.36,232.0,24.31,679.9588816,1.35056614,C3S1
8.59041095890411,8.01,200.96,100.0,40,0.99,1.90447,10.5,25.21,1.53,32.0,9.724,119.9835526,1.000654496,C2S1
4.15,7.62,364.16,150.0,60,0.29,11.0725,8.25,17.14,1.29,24.0,38.896,219.9342105,0.502500603,C2S1
3.08,7.4,1856.0,570.0,570,1.77,24.22663,40.0,322.8,0.9,160.0,87.516,759.8519737,5.091446587,C4S1
5.63,7.72,920.32,330.0,230,0.42,37.77937,26.25,104.66,12.93,144.0,29.172,479.9506579,2.077086575,C3S1
6.71,7.31,1529.6,330.0,570,0.41,36.71641,6.5,138.6,4.0,240.0,63.206,859.8930921,2.055006331,C4S1
5.53,7.84,988.8,280.0,290,0.79,33.48324,33.75,108.67,4.64,144.0,38.896,519.9342105,2.072085321,C3S1
1.05,7.87,873.6,310.0,140,0.99,196.6476,14.5,53.39,3.97,128.0,68.068,599.8848684,0.947759467,C3S1
3.32,8.49,1311.36,180.0,540,1.42,11.38253,32.5,265.8,4.4,48.0,92.378,499.84375,5.169041364,C3S1
2.58,7.3,233.6,120.0,30,0.23,2.08163,7.75,23.98,2.7,40.0,4.862,119.9917763,0.951799783,C2S1
10.38,8.1,745.6,240.0,130,0.66,140.3993,30.0,109.95,1.04,64.0,48.62,359.9177632,2.519798175,C3S1
8.59041095890411,7.48,1580.8,300.0,570,0.96,39.37381,42.5,280.8,5.1,72.0,102.102,599.8273026,4.984896579,C4S1
16.1,8.33,528.64,210.0,100,3.35,42.69556,7.0,35.94,7.18,72.0,38.896,339.9342105,0.847525551,C3S1
3.85,8.1,1452.8,570.0,260,2.05,156.3437,52.5,346.3,2.7,72.0,48.62,379.9177632,7.724668585,C4S1
4.6,7.47,949.12,310.0,190,0.54,145.7141,32.5,101.33,6.44,152.0,34.034,519.9424342,1.932113233,C3S1
5.52,7.74,1176.96,460.0,280,2.17,19.84192,40.0,249.1,5.0,64.0,58.344,399.9013158,5.41588551,C3S1
7.78,8.26,961.92,250.0,280,0.66,79.722,36.25,132.2,1.6,72.0,72.93,479.8766447,2.623848844,C3S1
1.07,7.81,437.12,280.0,40,1.56,2.34737,6.0,70.22,4.51,24.0,34.034,199.9424342,2.1591385,C2S1
8.25,8.01,2035.2,360.0,570,1.35,369.3786,46.25,257.0,129.6,104.0,145.86,859.7532895,3.810819372,C4S1
10.14,7.95,1278.72,160.0,440,0.59,180.7032,28.75,56.35,3.57,152.0,116.688,859.8026316,0.835538949,C3S1
13.02,7.68,1189.12,230.0,410,0.73,33.39466,30.0,74.13,2.62,192.0,58.344,719.9013158,1.20123971,C3S1
9.93,8.12,1239.04,290.0,350,0.32,175.3884,42.5,102.3,4.19,96.0,131.274,779.7779605,1.592803934,C3S1
12.67,8.37,392.96,250.0,30,1.69,6.15631,9.5,81.63,1.98,24.0,19.448,139.9671053,2.999915142,C2S1
5.78,9.02,610.56,420.0,40,2.57,23.65086,8.0,150.4,0.1,16.0,53.482,259.9095395,4.056102211,C3S1
3.1,7.5,2784.0,250.0,870,0.53,643.9766,61.25,283.5,6.9,384.0,116.688,1439.802632,3.248431743,C4S1
7.23,7.82,1030.4,410.0,200,1.72,96.1093,41.25,142.9,2.5,72.0,82.654,519.8601974,2.724966133,C3S1
16.34,8.51,1318.4,510.0,300,1.23,49.1619,35.0,239.8,3.3,16.0,111.826,499.8108553,4.663570008,C3S1
6.49,8.43,747.52,340.0,130,1.22,11.60398,22.25,167.4,3.4,24.0,38.896,219.9342105,4.907736344,C3S1
6.81,8.64,789.12,340.0,130,1.95,107.1818,13.0,96.56,1.84,88.0,63.206,479.8930921,1.916448583,C3S1
1.5,8.13,578.56,310.0,80,1.44,44.08868182,94.0,168.0,3.0,32.0,53.482,299.9095395,4.217803139,C3S1
5.55,8.29,513.92,360.0,40,2.04,1.610545455,57.0,127.0,6.0,48.0,38.896,279.9342105,3.300258032,C3S1
3.0,8.27,464.0,360.0,30,0.83,44.69263636,41.0,86.0,3.0,40.0,58.344,339.9013158,2.028122543,C2S1
10.34,8.26,609.28,300.0,140,1.39,59.99281818,68.0,132.0,6.0,40.0,82.654,439.8601974,2.736457849,C3S1
2.4,8.23,471.68,330.0,70,0.35,15.70281818,69.0,97.0,2.0,40.0,48.62,299.9177632,2.435245806,C2S1
6.85,8.01,445.44,230.0,90,0.38,22.54763636,49.0,90.0,4.0,80.0,9.724,239.9835526,2.525945258,C2S1
8.7,8.19,312.96,240.0,20,0.83,11.67645455,26.0,50.0,1.0,16.0,43.758,219.9259868,1.465898477,C2S1
1.6,8.28,454.4,280.0,50,0.91,13.68963636,76.0,81.0,3.0,32.0,48.62,279.9177632,2.10495082,C2S1
1.9,8.29,224.64,120.0,40,0.28,4.026363636,59.0,53.0,8.0,16.0,19.448,119.9671053,2.103860519,C2S1
9.15,8.15,362.88,240.0,40,1.71,29.79509091,54.0,104.0,17.0,24.0,24.31,159.9588816,3.575208085,C2S1
1.75,8.15,683.52,170.0,150,0.13,159.444,125.0,112.0,1.0,48.0,82.654,459.8601974,2.270791584,C3S1
2.4,7.87,973.44,660.0,50,1.04,33.57182,13.0,67.0,2.0,88.0,97.24,619.8355263,1.170061621,C3S1
6.78,7.77,1324.8,510.0,310,0.81,84.151,23.0,112.0,4.0,104.0,126.412,779.7861842,1.743823068,C3S1
3.47,7.45,1040.0,350.0,260,0.75,74.8501,36.0,142.0,2.0,160.0,24.31,499.9588816,2.761171388,C3S1
4.57,8.06,537.6,280.0,80,1.1,3.18888,17.0,73.0,2.0,72.0,19.448,259.9671053,1.968501839,C3S1
1.9,8.05,432.0,250.0,40,0.69,19.39902,13.0,33.0,2.0,96.0,4.862,259.9917763,0.889828473,C2S1
2.52,7.85,702.72,370.0,90,1.44,28.74421,23.0,96.0,2.0,104.0,14.586,319.9753289,2.333378274,C3S1
2.62,8.02,401.28,230.0,40,0.85,13.95135,14.0,28.0,2.0,96.0,4.862,259.9917763,0.755005977,C2S1
1.75,7.87,718.72,60.0,260,1.66,150.586,34.0,120.0,7.0,88.0,19.448,299.9671053,3.012427434,C3S1
6.67,7.46,566.4,360.0,30,0.79,9.87667,22.0,107.0,1.0,40.0,29.172,219.9506579,3.136846802,C3S1
8.63,7.45,524.8,260.0,70,0.64,38.79804,13.0,40.0,3.0,104.0,14.586,319.9753289,0.972240948,C3S1
2.34,7.85,915.2,430.0,170,0.82,29.6743,19.0,98.0,6.0,136.0,34.034,479.9424342,1.944928609,C3S1
5.2,7.51,732.8,320.0,140,0.79,40.7468,19.0,75.0,2.0,112.0,29.172,399.9506579,1.630535353,C3S1
4.29,7.53,803.2,440.0,130,1.15,28.38989,20.0,123.0,9.0,88.0,43.758,399.9259868,2.674160459,C3S1
3.41,7.43,449.28,210.0,70,0.65,29.76288,21.0,45.0,2.0,88.0,9.724,259.9835526,1.213421654,C2S1
5.52,7.38,778.24,300.0,200,0.67,7.70646,40.0,95.0,2.0,160.0,9.724,439.9835526,1.969144325,C3S1
1.1,7.62,831.36,390.0,160,0.97,26.574,19.0,61.0,3.0,96.0,68.068,519.8848684,1.163183975,C3S1
13.13,7.87,718.72,60.0,260,1.66,150.586,34.0,120.0,7.0,88.0,19.448,299.9671053,3.012427434,C3S1
14.5,7.68,771.84,360.0,210,1.97,17.89316,20.0,55.0,3.0,104.0,72.93,559.8766447,1.010621837,C3S1
0.8,7.65,576.0,350.0,50,0.89,22.05642,17.0,72.0,4.0,80.0,24.31,299.9588816,1.807481237,C3S1
3.13,6.11,825.6,120.0,290,0.39,139.9564,6.0,105.0,21.0,48.0,63.206,379.8930921,2.34223661,C3S1
6.0,7.3,716.8,350.0,60,1.04,131.5413,18.0,77.0,2.0,112.0,29.172,399.9506579,1.674016296,C3S1
3.45,7.27,638.72,380.0,70,0.93,32.86318,12.0,42.0,0.71,96.0,43.758,419.9259868,0.891117718,C3S1
14.2,7.86,532.48,340.0,40,1.33,19.66476,10.0,97.0,2.0,24.0,34.034,199.9424342,2.982575257,C3S1
2.92,8.72,613.12,60.0,200,0.09,130.8568182,100.0,122.0,7.0,72.0,38.896,339.9342105,2.876964863,C3S1
4.75,8.11,354.56,100.0,110,0.82,5.636909091,68.0,45.0,1.0,32.0,38.896,239.9342105,1.263102486,C2S1
1.87,8.1,481.28,200.0,130,0.12,91.80109091,110.0,145.0,2.0,80.0,19.448,279.9671053,3.767789771,C3S1
4.51,7.86,915.2,190.0,240,0.84,126.0251818,97.0,108.0,29.0,104.0,72.93,559.8766447,1.984493788,C3S1
6.75,7.36,1555.2,560.0,300,0.95,112.4966,119.0,204.5,33.0,168.0,82.654,759.8601974,3.22551175,C4S1
8.59041095890411,7.38,720.64,360.0,130,0.5,26.574,19.0,55.0,11.8,96.0,53.482,459.9095395,1.115061047,C3S1
21.11,7.47,1504.0,520.0,340,1.78,114.7111,86.0,125.0,17.5,144.0,131.274,899.7779605,1.811817714,C4S1
9.3,7.67,972.8,370.0,200,0.83,96.1093,44.0,136.0,16.8,120.0,43.758,479.9259868,2.69913085,C3S1
10.69,7.8,1472.0,450.0,460,0.93,12.4012,50.0,272.0,4.0,96.0,92.378,619.84375,4.750069399,C4S2
10.18,7.77,790.4,360.0,140,0.87,68.6495,21.0,70.5,0.45,96.0,68.068,519.8848684,1.344335578,C3S1
22.03,7.84,648.32,370.0,80,0.82,18.6018,29.0,66.6,0.31,64.0,58.344,399.9013158,1.448004717,C3S1
8.66,7.93,716.8,360.0,120,0.62,13.41987,29.0,118.5,1.4,64.0,38.896,319.9342105,2.880448889,C3S1
11.33,7.45,1190.4,450.0,200,1.18,205.0627,43.0,168.7,6.2,128.0,68.068,599.8848684,2.994699795,C3S1
23.57,7.72,1395.2,620.0,270,1.33,71.3069,51.0,313.0,1.4,56.0,77.792,459.8684211,6.345994738,C3S1
11.72,7.41,1043.2,590.0,150,1.43,64.6634,26.0,156.0,3.1,88.0,82.654,559.8601974,2.866533132,C3S1
7.99,7.43,904.96,430.0,160,0.98,73.0785,26.0,96.0,1.76,112.0,63.206,539.8930921,1.796344016,C3S1
29.36,7.02,1753.6,430.0,490,0.41,125.3407,99.0,156.0,15.6,312.0,34.034,919.9424342,2.23622983,C4S1
12.43,7.81,1337.6,610.0,270,1.34,5.53625,45.0,320.0,19.0,48.0,58.344,359.9013158,7.333823016,C3S1
22.08,7.7,1433.6,430.0,440,0.95,32.3317,34.0,247.6,3.2,104.0,82.654,599.8601974,4.395393699,C3S1
