gwl,pH,TDS,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification
5.38,8.02,493.44,280.0,100,0.85,10.66986364,11.5,75.0,4.0,96.0,9.724,279.9835526,1.948799535,C3S1
1.77,8.19,1104.64,460.0,260,1.95,0.805272727,66.0,205.0,5.0,88.0,68.068,499.8848684,3.986493218,C3S1
3.53,8.23,849.28,400.0,150,0.54,6.240863636,53.25,175.0,8.0,104.0,9.724,299.9835526,4.393002907,C3S1
8.18,8.05,250.88,150.0,20,0.34,9.260636364,4.25,13.0,2.0,40.0,14.586,159.9753289,0.446878037,C2S1
0.48,8.21,345.6,260.0,30,0.65,0.201318182,5.25,58.0,3.0,56.0,9.724,179.9835526,1.879679252,C2S1
5.55,7.54,633.6,340.0,100,2.16,16.56446,9.0,104.57,3.18,64.0,29.172,279.9506579,2.717305863,C3S1
2.7,7.93,517.76,270.0,90,0.86,17.76029,14.75,86.0,2.0,72.0,14.586,239.9753289,2.413722381,C3S1
14.9,7.74,622.08,360.0,100,0.61,10.36386,12.625,85.4,2.39,80.0,34.034,339.9424342,2.013851045,C3S1
9.0,7.1,1440.0,430.0,440,0.81,57.22268,34.7,241.0,2.1,160.0,48.62,599.9177632,4.278025273,C4S1
13.0,6.97,930.56,320.0,230,0.57,99.2096,18.875,85.0,2.32,128.0,58.344,559.9013158,1.5618357,C3S1
10.9,7.24,1030.4,460.0,230,1.18,17.716,24.0,165.0,5.0,104.0,48.62,459.9177632,3.345153233,C3S1
5.25,7.35,832.64,500.0,80,0.68,39.01949,26.0,51.3,1.87,104.0,72.93,559.8766447,0.942634549,C3S1
3.1,7.67,682.88,320.0,120,1.71,27.68125,16.5,82.45,0.83,80.0,38.896,359.9342105,1.889518988,C3S1
6.65,7.86,1948.16,470.0,550,1.01,223.2216,38.75,349.6,2.9,232.0,29.172,699.9506579,5.745262481,C4S1
20.0,7.56,1083.52,460.0,250,1.1,22.145,16.75,99.32,2.37,152.0,63.206,639.8930921,1.70708507,C3S1
19.8,7.42,1793.28,430.0,530,0.89,217.021,33.5,151.6,6.5,264.0,97.24,1059.835526,2.02466012,C4S1
12.0,7.63,1064.96,390.0,280,1.28,20.55056,20.5,191.7,2.1,72.0,58.344,419.9013158,4.067435353,C3S1
9.85,7.45,820.48,470.0,110,0.6,21.56923,10.0,79.78,1.07,88.0,63.206,479.8930921,1.583412054,C3S1
1.85,7.22,1109.76,310.0,320,1.36,79.722,24.25,103.81,1.71,160.0,58.344,639.9013158,1.7842465,C3S1
4.55,7.16,1175.68,330.0,340,0.49,85.0368,22.5,105.87,3.08,200.0,43.758,679.9259868,1.765282667,C3S1
7.8,7.74,602.88,270.0,120,0.84,46.9474,15.5,61.37,1.71,96.0,29.172,359.9506579,1.406393341,C3S1
3.75,7.52,1717.12,400.0,480,1.13,221.0071,38.5,118.0,2.43,200.0,131.274,1039.777961,1.591050145,C4S1
3.75,7.85,441.6,260.0,50,0.79,17.716,8.75,35.73,1.41,48.0,38.896,279.9342105,0.928489917,C2S1
5.0,7.97,844.8,250.0,190,1.99,144.8283,22.0,85.0,4.76,144.0,29.172,479.9506579,1.686913423,C3S1
3.7,8.19,925.44,450.0,190,1.74,13.287,20.0,218.0,1.5,40.0,43.758,279.9259868,5.665093063,C3S1
2.34,8.16,248.96,150.0,30,1.19,0.3,9.0,17.8,4.7,32.0,19.448,159.9671053,0.611894886,C2S1
4.12,7.8,284.16,130.0,60,0.83,1.01867,6.75,28.0,4.93,24.0,24.31,159.9588816,0.962556023,C2S1
9.7,7.18,2972.16,310.0,1000,1.3,528.8226,50.0,148.0,5.4,592.0,97.24,1879.835526,1.484136865,C4S1
1.33,8.04,593.28,350.0,60,0.94,29.85146,13.25,101.0,1.51,48.0,34.034,259.9424342,2.723672883,C3S1
8.59041095890411,7.79,1267.2,620.0,200,0.91,66.0,40.0,224.0,4.1,112.0,63.206,539.8930921,4.191469371,C3S1
10.67,7.94,220.16,150.0,20,0.18,3.019772727,3.0,6.0,1.0,48.0,14.586,179.9753289,0.19445402,C2S1
11.16,7.09,218.88,110.0,40,0.2,3.825045455,3.75,19.0,4.0,32.0,14.586,139.9753289,0.698232431,C2S1
2.62,7.67,766.08,280.0,40,1.51,15.5015,29.75,76.0,10.0,48.0,43.758,299.9259868,1.908001483,C3S1
2.38,8.22,430.08,200.0,80,0.86,7.448772727,24.5,75.0,33.0,56.0,19.448,219.9671053,2.198642191,C2S1
2.12,6.47,1014.4,220.0,260,0.19,190.447,30.0,103.0,61.0,144.0,29.172,479.9506579,2.044142148,C3S1
10.47,7.01,743.68,370.0,150,0.46,3.67607,11.0,25.0,62.0,160.0,9.724,439.9835526,0.518195875,C3S1
8.77,7.41,1036.8,380.0,200,0.68,221.45,25.0,98.0,3.0,200.0,34.034,639.9424342,1.684332332,C3S1
8.75,7.1,1392.0,390.0,370,1.22,190.447,30.0,116.0,4.0,208.0,77.792,839.8684211,1.740301631,C3S1
0.84,7.4,1936.64,390.0,540,0.88,416.326,41.0,288.0,4.0,24.0,204.204,899.6546053,4.174714189,C4S2
1.56,8.15,1017.6,340.0,280,1.01,3.27746,25.0,157.0,1.0,80.0,58.344,439.9013158,3.254574264,C3S1
0.92,7.98,1589.12,280.0,590,0.71,73.0785,40.0,241.0,3.0,64.0,136.136,719.7697368,3.905641847,C4S1
8.62,7.0,1658.88,330.0,460,0.75,349.0052,29.0,181.0,2.0,64.0,170.17,859.7121711,2.683948642,C4S1
1.25,6.96,370.56,140.0,70,0.6,39.861,21.0,33.0,1.0,64.0,14.586,219.9753289,0.967384481,C2S1
2.17,7.32,1449.6,410.0,300,0.48,301.172,26.0,95.0,2.0,248.0,63.206,879.8930921,1.392453866,C4S1
0.32,8.16,690.56,340.0,110,1.52,14.03993,22.0,101.0,0.9,64.0,38.896,319.9342105,2.455066142,C3S1
0.92,8.38,1043.2,290.0,240,1.37,198.8621,23.0,152.0,1.0,40.0,97.24,499.8355263,2.955984766,C3S1
6.03,7.57,923.52,350.0,230,0.56,18.278483,32.0,104.61,0.4,136.0,38.896,499.9342105,2.034177929,C3S1
0.26,7.7,536.96,310.0,50,0.74,28.7885,20.0,70.0,1.84,32.0,48.62,279.9177632,1.819093301,C3S1
4.51,7.51,963.84,310.0,170,1.6,219.27979,21.0,110.5,1.25,152.0,34.034,519.9424342,2.106962521,C3S1
6.14,8.43,347.52,160.0,80,0.44,3.215454,16.0,52.0,2.39,32.0,29.172,199.9506579,1.598873443,C2S1
4.46,8.03,534.4,260.0,90,0.59,16.3873,10.0,35.26,4.0,96.0,24.31,339.9588816,0.831459837,C3S1
9.94,8.25,899.84,230.0,230,0.68,151.0289,21.0,75.0,1.56,72.0,87.516,539.8519737,1.403447207,C3S1
8.38,8.04,515.2,200.0,50,0.78,135.0845,10.0,22.94,4.86,56.0,48.62,339.9177632,0.540976809,C3S1
1.67,7.44,894.08,440.0,150,0.38,1.7716,33.0,59.38,0.5,184.0,24.31,559.9588816,1.091023961,C3S1
0.94,8.11,325.12,120.0,100,0.27,23.20796,16.0,44.0,2.58,40.0,24.31,199.9588816,1.352865093,C2S1
2.3,7.9,755.2,310.0,150,1.31,38.44372,41.0,91.0,1.82,88.0,43.758,399.9259868,1.978443917,C3S1
1.58,7.93,883.84,260.0,170,0.63,220.25417,17.0,78.29,8.52,120.0,53.482,519.9095395,1.492844471,C3S1
11.07,7.17,1739.52,360.0,670,0.4,17.22881,30.0,125.0,3.6,272.0,97.24,1079.835526,1.653877623,C4S1
3.18,7.21,1804.16,570.0,540,1.48,28.38989,30.0,408.3,4.0,152.0,29.172,499.9506579,7.93940528,C4S2
8.59041095890411,8.02,332.16,130.0,80,0.29,2.39166,15.0,48.48,2.63,40.0,14.586,159.9753289,1.666511325,C2S1
3.14,7.73,962.56,390.0,220,0.58,35.65345,27.0,113.95,10.66,160.0,24.31,499.9588816,2.215742814,C3S1
2.96,7.29,1372.16,430.0,400,0.56,38.26656,31.0,213.6,3.8,88.0,92.378,599.84375,3.79187789,C3S1
1.58,7.78,602.88,380.0,40,3.24,34.28046,9.0,45.75,6.68,96.0,34.034,379.9424342,1.020479681,C3S1
1.19,7.82,582.4,350.0,50,3.19,37.82366,11.0,40.32,6.13,72.0,48.62,379.9177632,0.899389654,C3S1
1.3,8.3,648.96,230.0,160,0.59,20.46198,21.0,95.01,0.68,48.0,43.758,299.9259868,2.385252907,C3S1
1.08,7.47,844.8,270.0,240,0.64,36.920144,19.0,55.96,1.45,136.0,48.62,539.9177632,1.047094942,C3S1
7.6,7.78,602.88,380.0,40,3.24,34.28046,9.0,45.75,6.68,96.0,34.034,379.9424342,1.020479681,C3S1
1.86,8.43,347.52,160.0,80,0.44,3.215454,16.0,52.0,2.39,32.0,29.172,199.9506579,1.598873443,C2S1
3.06,8.11,323.2,130.0,70,0.32,5.49196,16.0,50.0,2.69,8.0,29.172,139.9506579,1.837615715,C2S1
3.6,7.8,1436.16,450.0,390,1.29,108.9534,26.0,283.8,3.5,72.0,77.792,499.8684211,5.518953113,C3S1
0.17,8.0,966.4,550.0,130,1.35,8.4151,10.0,148.9,8.9,56.0,68.068,419.8848684,3.159379164,C3S1
4.97,7.92,1658.88,330.0,470,1.19,271.45341,37.0,208.0,40.8,112.0,121.55,779.7944079,3.238511479,C4S1
3.08,7.85,1029.12,280.0,340,1.0,3.0,18.0,188.8,7.2,72.0,48.62,379.9177632,4.211427747,C3S1
2.69,7.94,630.4,250.0,110,0.77,79.98774,9.75,29.78,2.7,88.0,48.62,419.9177632,0.631851083,C3S1
6.22,8.07,1009.28,170.0,380,0.7,69.5353,20.0,95.0,3.17,120.0,68.068,579.8848684,1.715239941,C3S1
1.52,8.14,1515.52,230.0,500,0.25,240.4947,40.5,142.3,7.9,104.0,145.86,859.7532895,2.110037341,C4S1
3.41,8.7,654.72,400.0,50,1.72,2.2145,9.25,170.4,3.6,24.0,24.31,159.9588816,5.85784094,C3S1
1.79,7.78,2933.76,220.0,990,0.42,520.8504,104.0,391.4,12.3,360.0,111.826,1359.810855,4.614809026,C4S2
2.11,8.09,1131.52,390.0,260,1.13,95.97643,38.0,153.4,5.0,88.0,77.792,539.8684211,2.870473628,C3S1
7.63,8.19,511.36,380.0,10,1.92,16.3873,8.75,96.96,2.14,40.0,24.31,199.9588816,2.981222713,C3S1
2.44,8.6,1582.08,400.0,490,0.92,46.0616,48.0,325.5,7.0,16.0,121.55,539.7944079,6.091285653,C4S1
4.33,8.31,585.6,270.0,100,0.63,5.3148,12.75,106.45,3.23,40.0,29.172,219.9506579,3.120722823,C3S1
1.38,7.84,832.64,430.0,120,1.09,66.23368182,27.25,103.0,2.0,64.0,72.93,459.8766447,2.088279916,C3S1
6.19,7.69,633.6,250.0,140,0.84,21.13840909,34.75,110.0,4.0,40.0,38.896,259.9342105,2.966423331,C3S1
2.1,7.66,501.12,320.0,20,0.73,50.53086364,11.25,82.0,4.0,24.0,38.896,219.9342105,2.404028556,C3S1
10.79,7.54,825.6,380.0,140,1.26,72.87718182,14.75,89.0,2.0,64.0,72.93,459.8766447,1.804436044,C3S1
1.79,7.88,622.08,290.0,110,0.27,43.48472727,19.5,92.0,2.0,32.0,53.482,299.9095395,2.309749338,C3S1
6.97,7.81,467.84,230.0,90,0.38,16.50809091,10.0,64.0,3.0,32.0,38.896,239.9342105,1.796412425,C2S1
10.3,7.69,277.76,140.0,50,0.3,2.617136364,9.25,38.0,1.0,16.0,24.31,139.9588816,1.396546912,C2S1
2.2,8.01,887.68,250.0,270,0.75,47.71240909,34.25,101.0,7.0,104.0,53.482,479.9095395,2.004535936,C3S1
2.23,7.51,887.04,330.0,190,0.47,87.37209091,29.25,138.0,2.0,64.0,58.344,399.9013158,3.000370134,C3S1
5.95,7.8,407.68,200.0,60,1.82,23.75554545,10.25,45.0,2.0,24.0,38.896,219.9342105,1.319283964,C2S1
3.8,7.94,1006.08,370.0,160,0.44,196.8891818,33.5,133.0,2.0,96.0,63.206,499.8930921,2.586337741,C3S1
3.8,7.3,712.96,400.0,90,1.25,35.96348,14.5,72.44,3.14,120.0,29.172,419.9506579,1.536920745,C3S1
5.08,7.32,2753.92,520.0,1060,0.84,69.5353,32.5,208.0,6.2,232.0,262.548,1659.555921,2.219931396,C4S1
2.72,7.29,1031.68,410.0,220,0.89,70.864,24.0,125.0,2.4,184.0,24.31,559.9588816,2.296699143,C3S1
3.05,7.31,597.76,360.0,60,1.36,0.651063,11.75,84.0,2.14,88.0,14.586,279.9753289,2.182687535,C3S1
4.6,7.38,510.72,300.0,50,0.78,21.635665,11.5,38.05,2.33,96.0,19.448,319.9671053,0.924856086,C3S1
3.29,7.4,748.16,350.0,130,1.27,20.670143,21.0,91.0,2.91,104.0,29.172,379.9506579,2.029784613,C3S1
3.72,7.05,486.4,300.0,40,0.78,13.7299,10.75,37.07,3.08,96.0,14.586,299.9753289,0.930576285,C3S1
2.85,7.62,597.76,350.0,60,1.74,17.93745,12.75,86.2,3.43,56.0,34.034,279.9424342,2.239984754,C3S1
8.64,7.94,560.64,330.0,60,0.84,3.228741,19.25,114.0,1.5,32.0,29.172,199.9506579,3.505222547,C3S1
13.83,7.03,590.08,280.0,90,0.63,48.09894,12.5,30.0,1.46,120.0,24.31,399.9588816,0.652207436,C3S1
2.57,7.28,1016.96,420.0,180,0.77,124.012,19.75,80.0,5.37,152.0,63.206,639.8930921,1.375018179,C3S1
12.4,7.41,721.92,290.0,100,0.97,145.7141,16.0,58.0,2.9,136.0,24.31,439.9588816,1.202248137,C3S1
3.24,7.52,1276.8,480.0,270,0.78,126.2265,33.0,200.0,0.31,120.0,77.792,619.8684211,3.492628581,C3S1
2.84,7.68,773.12,320.0,150,0.64,45.57441,20.0,72.41,1.99,112.0,38.896,439.9342105,1.500986699,C3S1
4.86,7.4,1009.92,340.0,270,0.64,14.1728,40.25,140.0,1.8,168.0,14.586,479.9753289,2.77837423,C3S1
3.1,7.39,986.24,480.0,170,1.1,34.81194,20.0,77.0,3.1,104.0,87.516,619.8519737,1.344679844,C3S1
12.63,7.44,705.28,330.0,130,1.91,14.1728,17.25,85.48,2.49,88.0,34.034,359.9424342,1.958935573,C3S1
13.1,7.31,2598.4,420.0,430,0.98,79.722,860.0,505.0,7.2,272.0,92.378,1059.84375,6.744389142,C4S1
2.45,7.4,1208.32,520.0,180,1.15,84.151,101.5,250.0,10.4,112.0,34.034,419.9424342,5.304168255,C3S1
2.78,7.31,1079.04,310.0,230,0.67,186.018,31.25,105.72,2.31,160.0,48.62,599.9177632,1.876650755,C3S1
6.0,7.38,673.28,330.0,100,1.04,47.43459,15.0,70.0,1.71,72.0,48.62,379.9177632,1.561440372,C3S1
3.88,7.46,634.24,340.0,90,0.96,19.22186,12.75,56.0,0.92,80.0,43.758,379.9259868,1.249138778,C3S1
12.21,7.85,568.96,360.0,50,1.1,12.31262,11.25,83.0,2.22,32.0,48.62,279.9177632,2.156924914,C3S1
3.55,8.1,567.04,170.0,120,0.45,32.21090909,44.75,43.0,3.0,48.0,48.62,319.9177632,1.045253047,C3S1
4.19,8.05,366.08,180.0,90,0.82,15.09886364,26.5,55.0,8.0,56.0,19.448,219.9671053,1.612337607,C2S1
3.38,8.42,1003.52,320.0,240,2.24,7.448772727,64.25,268.0,16.0,64.0,19.448,239.9671053,7.521961422,C3S1
1.75,7.92,442.88,170.0,100,0.19,42.27681818,24.75,64.0,2.0,80.0,24.31,299.9588816,1.606649988,C2S1
4.32,8.28,463.36,180.0,80,1.86,30.60036364,29.25,32.0,4.0,40.0,43.758,279.9259868,0.831573294,C2S1
3.98,8.18,430.08,100.0,130,2.51,19.4876,13.0,81.0,3.11,40.0,9.724,139.9835526,2.976587662,C2S1
3.07,8.0,1637.12,410.0,510,0.48,89.15577,38.0,226.0,13.7,144.0,87.516,719.8519737,3.662342892,C4S1
7.68,8.11,474.88,260.0,60,0.55,32.46457,6.25,34.0,2.3,80.0,24.31,299.9588816,0.853532806,C2S1
1.0,8.08,569.6,290.0,40,1.05,86.8084,9.25,57.98,1.31,24.0,58.344,299.9013158,1.45566416,C3S1
7.28,7.45,1362.56,310.0,450,0.46,134.6416,18.25,174.0,4.05,160.0,72.93,699.8766447,2.859635381,C3S1
3.15,7.68,1246.72,250.0,330,0.39,245.8095,36.5,202.2,8.4,136.0,38.896,499.9342105,3.931849509,C3S1
6.38,7.5,656.64,200.0,140,0.34,113.3824,20.75,50.55,1.92,136.0,14.586,399.9753289,1.098946934,C3S1
9.0,7.79,803.2,360.0,140,0.91,100.0954,20.0,49.0,3.56,152.0,43.758,559.9259868,0.900332509,C3S1
2.05,8.03,2890.24,440.0,610,1.04,1028.0,111.25,336.6,354.6,264.0,111.826,1119.810855,4.373347016,C4S2
2.05,8.27,593.92,290.0,80,1.34,46.0616,12.75,89.54,3.31,40.0,38.896,259.9342105,2.414668592,C3S1
2.46,7.44,921.6,430.0,160,0.75,18.1589,24.25,61.5,5.09,136.0,53.482,559.9095395,1.130025767,C3S1
2.94,7.63,1104.0,360.0,270,0.78,104.9673,27.0,179.8,4.7,96.0,53.482,459.9095395,3.645235931,C3S1
4.93,7.79,2513.92,440.0,860,1.44,19.4876,178.25,159.6,10.9,392.0,150.722,1599.745066,1.73492083,C4S1
17.05,7.6,1098.24,340.0,280,0.44,108.5105,16.75,57.01,3.38,168.0,72.93,719.8766447,0.923834471,C3S1
4.57,7.84,612.48,300.0,100,0.89,8.858,12.25,56.0,2.7,112.0,14.586,339.9753289,1.320494175,C3S1
7.89,7.67,1003.52,260.0,240,0.48,186.018,20.5,60.15,1.88,152.0,63.206,639.8930921,1.033841794,C3S1
12.48,7.3,1784.96,310.0,450,0.8,461.0,30.5,75.25,3.6,272.0,126.412,1199.786184,0.944553888,C4S1
7.01,7.93,657.28,400.0,60,2.11,26.574,14.25,42.8,3.55,120.0,29.172,419.9506579,0.908064714,C3S1
18.55,7.5,1082.24,420.0,230,0.725,81.9365,19.0,137.0,2.22,128.0,53.482,539.9095395,2.56349356,C3S1
13.66,7.06,1952.0,360.0,550,0.428,427.61995,40.0,101.92,1.99,256.0,160.446,1299.728618,1.229150998,C4S1
15.34,7.66,468.48,290.0,40,1.12,3.445762,9.0,45.75,3.24,88.0,9.724,259.9835526,1.233645348,C2S1
23.25,7.71,273.92,150.0,40,0.282,1.585582,5.0,11.99,6.63,56.0,9.724,179.9835526,0.388575073,C2S1
9.98,7.61,853.76,380.0,190,1.63,10.904198,18.0,110.8,3.41,104.0,43.758,439.9259868,2.296794375,C3S1
13.21,7.6,877.44,480.0,130,0.73,10.080404,12.0,84.93,2.08,112.0,53.482,499.9095395,1.651534217,C3S1
5.12,7.26,2009.6,570.0,530,0.647,189.38404,46.0,195.1,67.5,200.0,131.274,1039.777961,2.630626129,C4S1
15.03,7.48,1573.12,370.0,430,1.82,193.85733,49.0,261.1,11.4,184.0,38.896,619.9342105,4.559384665,C4S2
13.41,7.46,1345.92,350.0,430,1.43,8.587831,38.0,140.8,0.1,192.0,58.344,719.9013158,2.281593837,C3S1
13.7,7.74,629.12,350.0,70,1.37,12.26833,11.0,56.37,5.29,104.0,24.31,359.9588816,1.291795454,C3S1
21.48,7.61,797.44,390.0,140,1.13,12.290475,13.0,79.73,4.26,128.0,29.172,439.9506579,1.652692067,C3S1
11.03,7.55,428.8,240.0,50,2.07,46.5045,10.0,50.0,3.5,56.0,29.172,259.9506579,1.348331584,C2S1
9.73,7.83,764.16,230.0,200,0.59,86.3655,14.0,44.0,4.0,80.0,68.068,479.8848684,0.873285627,C3S1
5.38,8.18,760.32,250.0,180,0.76,45.6187,18.0,142.0,2.3,24.0,43.758,239.9259868,3.985858376,C3S1
36.55,7.76,569.6,290.0,100,2.29,22.5879,6.0,93.0,4.0,56.0,29.172,259.9506579,2.507896747,C3S1
5.66,7.96,872.96,140.0,300,0.79,36.98215,24.0,98.0,4.0,64.0,58.344,399.9013158,2.130697632,C3S1
8.44,7.87,385.92,230.0,40,1.03,41.6326,7.5,29.6,3.4,40.0,38.896,259.9342105,0.798237551,C2S1
3.98,7.6,207.36,100.0,30,0.97,9.7438,9.0,11.7,11.9,32.0,9.724,119.9835526,0.4644053,C2S1
4.73,7.32,855.04,320.0,180,0.9,74.48772727,27.0,147.0,4.0,104.0,19.448,339.9671053,3.466339132,C3S1
3.51,8.02,485.12,220.0,80,0.65,57.77831818,16.25,79.0,6.0,48.0,24.31,219.9588816,2.3159464,C3S1
3.35,7.62,498.56,320.0,20,0.75,42.67945455,9.5,43.0,2.0,32.0,53.482,299.9095395,1.079556756,C3S1
6.36,7.39,1136.64,420.0,290,0.6,57.17436364,26.75,174.0,7.0,88.0,72.93,519.8766447,3.31796086,C3S1
6.51,7.98,796.16,310.0,160,0.87,38.04913636,36.25,121.0,4.0,48.0,53.482,339.9095395,2.853486733,C3S1
8.09,7.29,695.04,280.0,130,0.66,58.18095455,25.0,96.0,8.0,80.0,29.172,319.9506579,2.333468235,C3S1
2.81,7.4,544.0,310.0,30,1.11,57.577,11.0,55.55,1.46,80.0,24.31,299.9588816,1.394521982,C3S1
2.49,7.84,531.2,300.0,60,1.04,31.0,15.0,51.81,1.64,40.0,53.482,319.9095395,1.259424568,C3S1
1.02,7.71,816.0,520.0,60,1.12,27.0,11.0,64.29,2.48,120.0,48.62,499.9177632,1.250162033,C3S1
3.22,7.4,693.76,310.0,60,0.694,143.0,20.0,27.17,0.75,176.0,9.724,479.9835526,0.539198437,C3S1
4.91,7.77,634.24,310.0,100,1.13,3.494481,25.0,90.2,2.04,64.0,34.034,299.9424342,2.26443441,C3S1
2.31,7.99,493.44,280.0,50,0.511,9.47806,9.0,32.6,2.26,56.0,38.896,299.9342105,0.818420995,C3S1
1.66,7.04,3191.04,430.0,1270,0.476,165.2017,110.0,464.2,55.2,384.0,116.688,1439.802632,5.318948907,C4S2
3.62,8.47,382.72,180.0,30,0.44,26.0,12.0,39.0,3.37,32.0,29.172,199.9506579,1.199155082,C2S1
9.04,7.94,1723.52,440.0,470,0.59,217.021,37.0,300.0,4.0,184.0,63.206,719.8930921,4.861378272,C4S1
11.62,7.29,453.12,210.0,90,0.97,18.29177,22.0,91.0,0.82,40.0,19.448,179.9671053,2.949286689,C2S1
9.5,8.01,738.56,180.0,240,0.74,24.0,10.0,60.3,3.82,80.0,53.482,419.9095395,1.279415493,C3S1
9.37,8.46,396.8,40.0,80,1.06,24.00518,8.25,39.96,6.71,24.0,34.034,199.9424342,1.228698013,C2S1
4.15,7.06,2046.08,290.0,770,0.36,185.1322,32.0,209.0,63.0,208.0,126.412,1039.786184,2.818035299,C4S1
5.14,7.29,1017.6,130.0,310,0.86,221.0071,24.25,118.0,2.29,96.0,68.068,519.8848684,2.250093591,C3S1
3.72,7.26,416.0,150.0,70,0.37,20.10766,13.0,58.0,4.75,24.0,34.034,199.9424342,1.783395514,C2S1
12.82,8.79,294.4,130.0,20,0.24,25.99823,4.0,42.0,2.6,24.0,19.448,139.9671053,1.543506504,C2S1
3.35,8.73,371.2,140.0,30,0.38,40.0,8.0,35.0,1.23,24.0,38.896,219.9342105,1.026109749,C2S1
12.1,6.47,418.56,170.0,80,0.35,45.0,14.0,34.0,1.6,48.0,34.034,259.9424342,0.91687998,C2S1
7.74,8.18,702.08,150.0,240,0.61,53.0,13.0,56.78,4.72,72.0,58.344,419.9013158,1.204741676,C3S1
5.28,8.42,319.36,110.0,40,0.19,47.3903,3.5,18.0,1.01,40.0,29.172,219.9506579,0.527693854,C2S1
2.55,7.01,1091.2,300.0,350,1.58,34.0,7.0,196.0,1.9,104.0,38.896,419.9342105,4.15850863,C3S1
8.13,6.28,371.2,250.0,20,0.39,15.0,5.0,19.0,0.4,56.0,29.172,259.9506579,0.512366002,C2S1
8.6,7.02,353.28,180.0,40,2.01,30.0,11.0,17.0,0.68,64.0,19.448,239.9671053,0.477139344,C2S1
2.71,7.51,408.32,240.0,50,1.92,17.05165,8.75,73.0,2.01,48.0,14.586,179.9753289,2.365857246,C2S1
0.45,7.4,409.6,240.0,50,1.85,9.56664,9.0,69.79,1.83,48.0,14.586,179.9753289,2.261824345,C2S1
2.36,7.02,809.6,270.0,230,0.65,5.09335,27.75,84.08,1.77,104.0,43.758,439.9259868,1.742910389,C3S1
8.0,7.38,411.52,250.0,50,1.84,16.8302,8.25,72.96,2.34,56.0,9.724,179.9835526,2.364506865,C2S1
2.0,7.0,812.8,280.0,220,0.64,3.72036,27.75,83.71,2.05,112.0,38.896,439.9342105,1.73522437,C3S1
0.8,7.53,406.4,240.0,50,1.84,9.3009,8.0,66.7,1.67,48.0,14.586,179.9753289,2.161680525,C2S1
2.7,7.34,453.76,260.0,60,1.86,16.87449,9.0,72.09,1.8,64.0,14.586,219.9753289,2.11329537,C2S1
1.39,8.26,2585.6,460.0,830,0.18,367.607,112.75,312.0,11.0,112.0,262.548,1359.555921,3.67898672,C4S1
0.65,8.34,1570.56,400.0,500,1.63,42.88077273,54.25,246.0,2.0,56.0,136.136,699.7697368,4.043241599,C4S1
0.78,8.29,469.12,160.0,120,0.32,32.41222727,14.75,60.0,2.0,16.0,48.62,239.9177632,1.684194375,C2S1
2.16,7.66,837.12,380.0,160,0.74,44.29,20.5,110.0,5.0,48.0,72.93,419.8766447,2.334016867,C3S1
2.23,7.88,821.12,330.0,190,1.79,41.27022727,13.75,133.0,2.0,32.0,68.068,359.8848684,3.048189842,C3S1
1.75,8.31,304.64,130.0,40,1.14,35.83463636,3.75,42.0,1.0,16.0,29.172,159.9506579,1.443871151,C2S1
3.9,8.09,1482.24,420.0,350,0.93,245.0042273,47.75,214.0,2.0,88.0,116.688,699.8026316,3.517208805,C4S1
1.24,8.11,828.8,340.0,180,0.87,45.69922727,21.5,117.0,3.0,48.0,68.068,399.8848684,2.543844383,C3S1
3.43,7.96,874.88,190.0,320,0.46,18.52127273,29.25,132.0,2.0,40.0,72.93,399.8766447,2.87000779,C3S1
3.74,8.3,354.56,150.0,70,0.93,18.92390909,9.5,44.0,1.0,24.0,34.034,199.9424342,1.352920735,C2S1
0.51,8.1,803.2,200.0,200,0.51,93.41163636,40.25,108.0,4.0,80.0,43.758,379.9259868,2.409053359,C3S1
4.38,8.05,487.04,190.0,90,1.63,53.75195455,17.5,72.0,6.0,48.0,24.31,219.9588816,2.110735959,C3S1
1.2,7.97,1033.6,200.0,250,0.85,192.0575455,44.5,160.0,5.0,88.0,48.62,419.9177632,3.394767404,C3S1
0.56,8.26,1236.48,360.0,220,0.99,173.9389091,49.25,195.0,5.0,80.0,63.206,459.8930921,3.95346895,C3S1
0.75,8.3,1394.56,400.0,360,4.88,118.5764091,38.25,302.0,12.0,88.0,53.482,439.9095395,6.260332743,C3S1
1.83,8.28,659.2,280.0,110,0.78,58.78490909,22.0,98.0,4.0,48.0,43.758,299.9259868,2.460317702,C3S1
3.23,7.93,1257.6,560.0,360,0.93,18.73467,19.0,290.0,8.3,48.0,92.378,499.84375,5.639661383,C3S1
2.75,8.58,1400.32,410.0,390,0.55,54.12238,31.0,122.1,1.4,144.0,111.826,819.8108553,1.854090786,C3S1
3.39,8.17,968.96,320.0,210,1.28,119.1401,29.0,107.65,1.89,120.0,53.482,519.9095395,2.052684983,C3S1
2.33,8.08,953.6,570.0,110,2.46,33.2175,19.0,133.2,14.4,104.0,48.62,459.9177632,2.700450974,C3S1
2.7,8.24,919.04,340.0,180,0.44,179.3745,27.0,205.8,84.6,40.0,29.172,219.9506579,6.033299736,C3S1
2.71,8.73,510.08,240.0,90,1.01,32.64173,9.0,58.08,2.27,48.0,43.758,299.9259868,1.458114818,C3S1
5.28,8.29,278.4,190.0,40,0.5,18.51322,10.0,33.18,2.17,32.0,29.172,199.9506579,1.020204247,C2S1
